iter	Passed	Remaining
219	2013	1647
220	2022	1637
221	2031	1628
222	2039	1619
223	2048	1609
224	2057	1600
225	2066	1590
226	2075	1581
227	2085	1573
228	2093	1563
229	2103	1555
230	2113	1546
231	2122	1537
232	2131	1528
233	2136	1515
234	2144	1505
235	2153	1496
236	2162	1487
237	2171	1477
238	2181	1469
239	2190	1460
240	2200	1451
241	2209	1442
242	2218	1433
243	2228	1424
244	2237	1415
245	2246	1406
246	2252	1395
247	2262	1386
248	2271	1377
249	2280	1368
250	2288	1358
251	2298	1349
252	2307	1340
253	2318	1332
254	2330	1325
255	2344	1318
256	2358	1312
257	2371	1305
258	2382	1297
259	2393	1288
260	2405	1280
261	2414	1271
262	2423	1262
263	2433	1253
264	2442	1244
265	2450	1234
266	2460	1225
267	2469	1216
268	2478	1207
269	2484	1196
270	2494	1187
271	2503	1178
272	2513	1169
273	2521	1159
274	2531	1150
275	2539	1141
276	2548	1131
277	2557	1122
278	2566	1113
279	2576	1104
280	2584	1094
281	2593	1085
282	2602	1075
283	2612	1066
284	2620	1057
285	2630	1048
286	2639	1039
287	2648	1029
288	2656	1020
289	2666	1011
290	2676	1002
291	2684	993
292	2694	983
293	2702	974
294	2711	965
295	2720	955
296	2730	946
297	2739	937
298	2748	928
299	2758	919
300	2766	909
301	2775	900
302	2783	891
303	2793	882
304	2802	872
305	2813	864
306	2823	855
307	2832	846
308	2842	836
309	2850	827
310	2860	818
311	2868	809
312	2877	799
313	2886	790
314	2896	781
315	2906	772
316	2914	763
317	2924	754
318	2933	744
319	2942	735
320	2952	726
321	2962	717
322	2971	708
323	2982	699
324	2994	691
325	3004	682
326	3013	672
327	3022	663
328	3030	654
329	3040	644
330	3049	635
331	3058	626
332	3066	617
333	3075	607
334	3084	598
335	3093	589
336	3101	579
337	3110	570
338	3120	561
339	3129	552
340	3139	543
341	3148	533
342	3157	524
343	3179	517
344	3189	508
345	3197	499
346	3206	489
347	3214	480
348	3224	471
349	3233	461
350	3242	452
351	3251	443
352	3260	434
353	3270	424
354	3279	415
355	3288	406
356	3297	397
357	3306	387
358	3315	378
359	3324	369
360	3333	360
361	3341	350
362	3351	341
363	3359	332
364	3369	323
365	3377	313
366	3386	304
367	3396	295
368	3406	286
369	3416	276
370	3424	267
371	3434	258
372	3443	249
373	3453	240
374	3461	230
375	3471	221
376	3479	212
377	3489	203
378	3499	193
379	3508	184
380	3517	175
381	3526	166
382	3537	157
383	3546	147
384	3555	138
385	3565	129
386	3574	120
387	3584	110
388	3592	101
389	3601	92
390	3610	83
391	3619	73
392	3628	64
393	3636	55
394	3645	46
395	3653	36
396	3663	27
397	3673	18
398	3682	9
399	3691	0
