snapshot_month,client_id,n_contacts,n_success_calls,n_fail_calls,n_sms,n_emails,bal_min_30d,bal_max_30d,bal_avg_30d,amt_sum_30d,risk_score,engagement_score,days_since_last_txn,is_term_deposit,is_credit_active,is_mobile_app_user,is_salary_client,is_churn_this_month
2025-01,C000035,2,1,1,0,0,21023.85671231432,62654.368304166645,49362.0,12234.67501136781,0.06337497047276774,0.9899602323899452,12,0,0,0,0,1
2025-01,C000036,3,2,1,1,2,192886.6604651438,365361.6877529564,250320.0,256831.2373379437,0.1397723766262895,0.7952673118598902,13,1,1,0,0,0
2025-01,C000037,5,3,2,1,0,87904.59678415082,199824.83979611372,152168.0,104241.65786610906,0.06661911239081697,0.22902539092479635,38,0,1,1,0,1
2025-01,C000038,5,1,4,0,1,214371.03417775375,395078.7757242462,283173.0,263378.8734520952,0.10291603074414502,0.5364813514845947,46,1,0,1,1,0
2025-01,C000039,5,1,4,0,0,9227.597163102506,19090.920343106704,16153.0,9141.896130545865,0.2879296164757261,0.6149502631526544,89,0,1,1,0,0
2025-01,C000040,5,2,3,1,3,255464.32080747897,478374.37298081047,286260.0,67880.53303337187,0.9208418826173723,0.8698963620621283,54,0,1,1,1,0
2025-01,C000041,3,2,1,2,1,27499.814455725547,48862.47615436683,43914.0,12911.84393797772,0.49836777273947974,0.4189254495045479,87,0,1,1,0,1
2025-01,C000042,6,2,4,0,0,68448.37138323952,232941.88092067724,,44143.648708487795,0.19068772066366657,0.03654966784809488,29,1,1,1,1,0
2025-01,C000043,4,1,3,0,1,148609.6069103428,331085.4754463949,185675.0,190088.0761275586,0.8669937600115235,0.4079844953648447,56,0,0,1,0,1
2025-01,C000044,3,0,3,0,2,74374.08580506263,155258.37962757473,123300.0,24119.639777715878,0.6332407749109605,0.7359046131960023,84,0,0,1,1,0
2025-01,C000045,3,1,2,0,1,114106.66461409522,331469.76736993494,196269.0,67018.32237182614,0.9745472651988699,0.7797587747880308,80,1,0,1,1,0
2025-01,C000046,0,0,0,1,0,123238.58885457597,269481.4156450603,150757.0,102252.3222947466,0.1716792858483035,0.27230732651936895,74,1,1,1,1,1
2025-01,C000047,3,0,3,0,0,21940.78311717601,46487.94436107006,31402.0,26112.029819511663,0.1753712786234496,0.9144119459249598,25,0,1,1,1,0
2025-01,C000048,1,1,0,0,1,170655.12570343295,333860.77992258006,224320.0,256675.35078759777,0.3966493730520543,0.9540869365396331,21,1,0,0,0,0
2025-01,C000049,1,0,1,0,1,160750.4003336924,371390.9255848003,279192.0,244409.73147563395,0.5982860582681546,0.4596815127611311,34,1,1,1,0,0
2025-01,C000050,1,1,0,0,1,103033.16759113142,260804.7451157511,153563.0,139043.21525488258,0.8065611478614497,0.6587833667107174,79,1,0,1,0,0
2025-01,C000051,1,1,0,1,0,21546.21174036538,74190.12890558124,46813.0,14599.052116501587,0.11528202124728437,0.4217626597305125,81,1,0,1,1,0
2025-01,C000052,5,2,3,1,1,83005.28257879347,222689.31636648907,148389.0,159455.18729132152,0.6158631881823046,0.23295947475363377,54,0,1,0,0,0
2025-01,C000053,2,0,2,0,0,139366.64462127787,331733.65571112826,195259.0,230892.16952362368,0.7682734138645182,0.41776678216733376,83,1,0,0,1,0
2025-01,C000054,2,0,2,2,1,35955.558742887195,54324.582643786576,45001.0,33634.18174382751,0.9823305150800816,0.8841989781315029,87,0,1,0,1,1
2025-01,C000055,4,1,3,0,0,153372.3377874163,309462.78640364786,188626.0,149534.3395533796,0.21632402303655351,0.5182603666763922,19,1,0,1,1,0
2025-01,C000056,2,0,2,1,0,152934.55017567828,319370.323543429,243249.0,97361.70447186613,0.4766768283303684,0.04437666353323677,75,0,0,1,1,0
2025-01,C000057,1,1,0,0,0,115302.58138265311,244037.48904844793,136092.0,22818.372648444973,0.8829062691374613,0.5160790204436166,57,0,1,1,1,0
2025-01,C000058,3,0,3,0,0,117940.57697540427,238231.5069423077,159364.0,147887.9280011103,0.1586051052930737,0.8808707591989284,57,0,1,0,1,0
2025-01,C000059,1,0,1,1,0,68947.93576526354,116548.99170766116,77418.0,29866.621002707634,0.6340057030996114,0.5399853797158555,34,0,0,0,1,0
2025-01,C000060,3,0,3,2,1,156539.6573518719,408938.7269439583,273221.0,41069.55264231743,0.8715368061523763,0.9734889691773969,28,0,1,1,1,1
2025-01,C000061,4,1,3,2,1,76840.47414189953,160476.23675331808,150554.0,127752.48111701196,0.6545112142811352,0.2732595269982093,80,1,0,1,1,0
2025-01,C000062,4,2,2,1,2,189921.7012598509,318808.59008626017,282783.0,91641.8754115019,0.09116449040619168,0.15365803816111268,26,1,1,1,0,1
2025-01,C000063,4,0,4,1,0,36868.79489946831,116744.1679682184,76744.0,35188.506186091836,0.5902639388856225,,63,0,0,0,1,0
2025-01,C000064,5,2,3,0,0,70228.62794787092,237860.84649766498,171631.0,56875.85962616087,0.34601656764483957,0.7758047357929561,1,0,1,0,1,0
2025-01,C000065,3,2,1,0,2,188420.6978113502,226072.21053918783,217048.0,150940.8156828694,0.7090605194509164,0.8709691237460856,49,0,1,1,1,0
2025-01,C000066,4,1,3,1,0,53778.1613692837,190266.2734103092,112091.0,38238.2065626456,0.9758652558191313,0.33689579177110685,7,1,0,0,0,1
2025-01,C000067,4,1,3,0,0,47300.15329325202,82194.34140935235,61321.0,29466.48764576954,0.3710387629846027,0.9876495637360578,23,0,1,1,0,0
2025-01,C000068,6,2,4,2,1,103539.27888561483,251541.19617530782,211373.0,246996.66473414982,0.18097695270948977,0.8543850933695791,40,0,1,1,1,0
2025-01,C000069,2,2,0,0,1,108399.6341007683,204184.4949387806,154999.0,55912.888906328495,0.2346740382615511,0.8837096696607526,13,0,0,1,0,0
2025-01,C000070,4,2,2,0,0,185409.81318935845,370902.0988925946,225536.0,167773.93012144446,0.8682712805132586,0.20584121003676825,60,0,1,0,0,1
2025-01,C000071,2,0,2,0,0,72604.87103402165,167831.8470207324,121273.0,103635.60177045086,0.017379790185479638,0.32313065707027855,28,1,0,1,1,0
2025-01,C000072,1,0,1,1,2,97179.17963514337,264798.2830456512,156268.0,46077.927627100515,0.6926259522261645,0.8381152896481102,89,0,0,0,1,0
2025-01,C000073,4,3,1,2,0,74047.3940184436,132234.4566042659,105409.0,111004.37685596374,0.9933369373586285,0.7524277626155725,76,0,0,1,1,0
2025-01,C000074,5,1,4,1,1,83916.0367739096,204568.55233952557,142180.0,107507.13531676996,0.5456868884954734,0.44441945275120154,89,0,0,1,1,0
2025-01,C000075,5,1,4,1,0,163031.99621750135,378963.66795271746,214781.0,25785.71357379279,0.1957779856835461,0.00756287497814212,46,0,1,1,1,0
2025-01,C000076,2,1,1,1,1,55156.38821443684,195187.89585350733,123999.0,66946.53031235942,0.9767252386625789,0.8231740155956603,74,0,1,1,0,0
2025-01,C000077,4,2,2,1,0,63215.49631223983,149319.28950058736,90204.0,96755.25580186775,0.22807977194893247,0.21204483990822665,9,0,0,1,1,0
2025-01,C000078,3,2,1,2,0,62706.024349296764,205929.13191999076,129556.0,135914.19199600955,0.21673980009077565,0.09571455552016173,47,0,0,0,1,0
2025-01,C000079,1,0,1,0,0,156369.35101004536,348637.2433627989,259681.0,230949.25592226893,0.6924361513243696,0.9912559937021883,59,1,1,1,1,0
2025-01,C000080,3,1,2,0,1,162963.50301329716,241737.0551118375,203659.0,141342.015168084,0.8800790875614583,0.6508773690471942,43,0,0,1,1,0
2025-01,C000081,3,1,2,1,1,159863.33995988933,353741.6318523169,264351.0,265404.9907768658,0.0012366797594094425,0.30085310835325507,7,1,1,0,1,0
2025-01,C000082,6,3,3,0,2,55248.43623279331,142314.41966117723,120413.0,57297.55697660531,0.3809095255109872,0.34632176858900354,72,0,1,1,1,0
2025-01,C000083,3,1,2,1,0,52814.002410381334,152308.4852012636,89468.0,94376.42554558671,0.8059254001176211,0.7900304363070614,51,1,0,0,0,0
2025-01,C000084,5,2,3,0,2,100909.44699301218,188085.99124828633,168370.0,84906.94774934766,,0.025811906949486985,24,0,0,1,0,0
2025-01,C000085,4,0,4,1,0,28290.70821637574,47002.84843802995,44913.0,53641.97399335033,0.05778056099636664,0.6950352288585532,72,0,0,0,1,0
2025-01,C000086,3,1,2,0,0,143742.2846736409,287027.73725100997,201900.0,114818.8587282126,0.13071037674019947,0.8866042152404667,61,0,0,1,1,0
2025-01,C000087,3,1,2,2,0,113745.24814455533,226256.85733224175,224084.0,81862.72616720921,0.9758737549100538,0.8015371118829896,44,0,0,1,1,0
2025-01,C000088,1,0,1,1,1,174706.48945621052,400043.36518495425,292524.0,281852.19741633034,0.8920846889402344,0.9553346865039283,16,0,1,1,0,0
2025-01,C000089,5,2,3,0,1,27788.642597895203,92999.18080004571,58492.0,38806.17305139244,0.6802277792083533,0.041672900602384266,86,1,0,0,0,0
2025-01,C000090,3,2,1,1,0,21564.165146540978,53188.447271098456,31956.0,5610.966003549141,0.4242968858848881,0.08261766345926869,80,0,1,1,1,1
2025-01,C000091,3,1,2,0,2,197172.54275996424,412363.99718857906,281297.0,259603.51526938798,0.8117697880901376,0.6564786073315027,10,0,0,1,0,0
2025-01,C000092,2,0,2,2,0,58706.63753749158,100024.80972581003,79794.0,85155.79980145425,0.2584316202918181,0.5440165791827516,20,1,0,1,1,0
2025-01,C000093,5,1,4,0,1,30044.062718984325,52259.785849098604,46638.0,22228.696819065794,0.41341644929526145,,55,0,0,0,0,0
2025-01,C000094,3,2,1,2,0,193146.9667381286,280830.1160152101,241423.0,171553.6010869464,0.7330712960296748,0.615985450260179,26,0,0,1,1,0
2025-01,C000095,2,1,1,3,0,60740.4383111714,155230.19498631952,102483.0,98223.78128479124,0.21720909769121055,0.1378228991592354,84,0,0,0,0,1
2025-01,C000096,5,1,4,1,0,14468.1733376223,21920.678210553262,18029.0,18165.197397749973,0.4982556822634536,0.07705827913433116,21,0,1,1,0,0
2025-01,C000097,2,1,1,0,0,128189.29495976357,291272.9509015183,183360.0,219698.69965791234,0.9331133313435577,0.6425651995351915,16,0,0,0,1,0
2025-01,C000098,6,3,3,1,2,70545.8691643848,100772.39023554389,85369.0,43931.36386231727,0.46173281361238216,0.48090600075306966,20,0,0,0,0,0
2025-01,C000099,4,2,2,0,1,57638.21557950358,164867.0064859676,134503.0,52170.51953748361,0.24697879907199982,0.9062545805210367,9,0,1,1,1,0
2025-01,C000100,1,0,1,1,0,18748.737294395753,56208.682723001155,32682.0,4052.7554787582026,0.6637896861755891,0.9633944342135504,14,1,0,1,1,0
2025-01,C000101,4,1,3,0,2,128631.4011688528,319197.2104571613,270448.0,101705.57478877701,0.8506160578411378,0.5612227882825249,80,1,0,1,1,0
2025-01,C000102,4,1,3,1,0,127244.47010793528,319386.35416296613,210015.0,147005.26145884037,0.062273105881885615,0.5125026487703317,59,0,1,1,1,0
2025-01,C000103,4,0,4,1,0,198428.82858076564,466999.07743854844,291768.0,208257.8166124466,0.5525136147827252,0.0941519101256979,2,1,1,1,0,0
2025-01,C000104,4,2,2,0,1,146672.12787642004,399302.87201819266,263716.0,83182.59130538908,0.8969579304235343,0.5201905232515545,59,0,1,1,1,0
2025-01,C000105,2,0,2,0,1,12285.968936798346,36176.51831566148,22074.0,25705.867554298227,0.8568739360750941,0.1176439881593252,10,0,1,1,1,0
2025-01,C000106,3,0,3,0,0,100339.79342484384,401271.68745225645,241968.0,80025.6513696375,0.3790271262190974,0.9734573899761731,8,1,1,1,0,0
2025-01,C000107,5,1,4,2,0,17138.014056555458,31992.322778645776,20099.0,6238.457453631805,0.613777418815699,0.43550545439815935,21,1,1,1,0,1
2025-01,C000108,2,0,2,1,2,161475.07887753507,348116.49105175276,223823.0,148600.61729450367,0.3053106766967313,0.21264437637109612,56,0,1,1,1,0
2025-01,C000109,5,1,4,1,1,77918.68979421291,210978.74127064573,128498.0,80565.29946551986,0.018000088945214987,0.4214440415792474,13,1,0,1,0,0
2025-01,C000110,2,2,0,1,1,26604.912411874408,91130.85463024529,58307.0,40509.85668550826,0.09653447019544081,0.24189382825883898,63,0,0,1,0,1
2025-01,C000111,2,2,0,1,0,32070.034018210834,69207.3980902496,65095.0,23659.50596128752,0.7945782787001903,0.03467026672648332,34,0,1,1,1,1
2025-01,C000112,3,0,3,1,1,15074.272097643214,59071.16914049317,34174.0,20876.095556248867,0.1375237748170154,0.3408156997898466,51,0,1,1,1,0
2025-01,C000113,2,1,1,1,1,245575.94434986956,334576.83391214843,275334.0,150791.92414396445,0.8914800156235068,0.0029210326213620075,60,0,0,0,0,0
2025-01,C000114,2,1,1,0,0,35730.62623915795,89259.93785640693,88716.0,30249.999315108453,0.03672136250082114,0.10802575413069138,89,0,0,0,1,1
2025-01,C000115,4,3,1,1,1,71937.97324060122,188405.58557495516,154458.0,82485.77463312738,0.42182817853883137,0.41102107526554577,71,0,0,1,0,0
2025-01,C000116,3,2,1,1,1,23801.672663060835,54887.58100928904,40211.0,20345.09016383104,0.12102500048519305,0.4189477901874754,83,1,0,1,1,0
2025-01,C000117,5,1,4,0,0,118960.54219739148,445046.4117023581,258453.0,44735.1719958114,0.5339674725477638,0.14213712379345766,80,0,1,1,0,0
2025-01,C000118,5,2,3,1,0,129159.88835535877,380875.90312069247,233496.0,138010.4885418742,0.7983803405183525,0.8224223736682784,27,0,1,0,1,1
2025-01,C000119,1,0,1,1,0,29906.424315541015,113959.23086866832,70803.0,80808.09244604956,0.3397688271511179,0.5172393817143319,17,0,0,0,1,0
2025-01,C000120,3,3,0,1,0,99783.11466504421,270767.24403479224,152871.0,79894.57086293749,0.03899601257491159,0.03095579091934353,63,0,0,1,0,0
2025-01,C000121,2,1,1,1,1,157555.394367766,512127.2809546118,289516.0,152988.96431302605,0.3855119047369223,0.3403871042545057,67,1,0,1,0,0
2025-01,C000122,4,2,2,1,1,70484.49277169205,183452.46221713317,101931.0,27070.186783417743,0.8167569301195281,0.20730900318755796,16,1,0,1,1,0
2025-01,C000123,5,2,3,1,0,36305.2132587252,127362.09172729665,78021.0,18514.609199158218,0.7942106625494054,0.27576756825135695,45,0,1,1,1,1
2025-01,C000124,4,2,2,1,1,31899.133493001424,68356.99185329574,38304.0,21003.71607773263,0.8275189221063031,0.7645277946547177,3,1,0,1,0,1
2025-01,C000125,2,0,2,0,0,13292.65812337635,41339.244133310785,26045.0,24452.50540979077,0.9292573980072293,0.030549457093379973,66,0,0,1,1,0
2025-01,C000126,3,3,0,2,0,118833.7878158239,175023.61261585783,165864.0,17620.13012724536,0.9370910284587948,0.8219266359399297,72,1,1,1,0,0
2025-01,C000127,1,0,1,0,0,112701.17331265275,230052.1906738544,157394.0,136544.3164479315,0.00608874823983907,0.10094119997752149,15,0,0,1,0,0
2025-01,C000128,3,2,1,1,0,202227.04319376702,298033.5311433803,237062.0,147945.8153422951,0.22602899781599972,0.640476042175844,52,0,0,1,1,0
2025-01,C000129,6,2,4,0,0,155655.27883607175,325957.66783418786,230174.0,59192.36467787152,0.7753461504031356,0.27140938044671437,30,0,0,1,0,0
2025-01,C000130,1,0,1,0,0,246779.9582873989,426873.90875294624,291061.0,178613.89034114932,0.3403707463057627,0.9404485057361726,63,0,0,1,0,0
2025-01,C000131,5,4,1,0,1,77379.98818392023,145011.71327417303,94122.0,23815.448122259633,0.2542313837486956,0.8755112265526162,32,0,0,1,1,0
2025-01,C000132,3,1,2,1,0,34834.19825308829,89423.85894725475,69055.0,34996.69983141393,0.0523550201874724,0.7675676285179183,81,0,0,1,1,0
2025-01,C000133,4,1,3,1,2,212656.25953179775,325861.2717349175,281067.0,303337.76616053574,0.28740959646557973,0.3677859877561529,56,1,1,1,0,0
2025-01,C000134,5,3,2,0,1,9372.001512188279,26257.41339510493,14828.0,9948.631714737041,0.6775422674589532,0.3118638579168832,27,0,0,0,1,0
2025-01,C000135,1,0,1,0,0,161030.69201034243,476773.61400767416,294575.0,197293.54469602622,0.3480955931682881,0.3717392949063303,15,0,1,1,1,0
2025-01,C000136,4,1,3,3,0,67223.40297895904,110431.24648463956,105547.0,121755.72413739216,0.9427243190941123,0.7851895431484084,83,0,1,0,1,0
2025-01,C000137,1,1,0,2,1,199855.21481730172,327528.5880973553,271150.0,130073.7540665257,0.9174858431319902,0.2905045056714204,59,0,0,1,1,0
2025-01,C000138,2,1,1,0,1,209535.15851484158,355915.6632955281,237796.0,266694.4717720902,0.7608543445144956,0.5468596409751262,45,0,0,0,1,0
2025-01,C000139,1,1,0,2,1,39748.091627286245,81155.8240018346,61234.0,70316.35077455558,0.5225397167320532,0.21911747946993843,88,1,0,0,0,1
2025-01,C000140,7,4,3,1,0,74882.14697662347,161314.43251681165,95783.0,73117.93928172364,0.8354078308421259,0.7844208580034177,27,0,1,0,0,0
2025-01,C000141,2,0,2,1,0,137329.1354078987,516044.2182819137,287960.0,331249.51412689296,0.4946751895912833,0.5127202478126281,70,0,0,1,1,0
2025-01,C000142,3,1,2,0,1,234461.60615185738,497478.1819339295,279561.0,36418.72000874361,0.839816162145531,0.7517721730390933,4,0,0,1,0,0
2025-01,C000143,5,2,3,3,1,150299.22929384295,352225.4829861653,284844.0,214539.58122810748,0.03280962412860844,0.6360424687799683,67,0,1,1,0,0
2025-01,C000144,0,0,0,1,1,107213.2662702558,196313.39575182076,160128.0,90912.83276554375,0.03757109039890738,0.12786680122241756,61,0,1,0,1,0
2025-01,C000145,1,0,1,2,0,58095.36563821954,173605.20656177698,113435.0,103916.21083341802,0.8484253790905247,0.4226291970136091,49,1,1,1,0,0
2025-01,C000146,3,2,1,1,0,119739.55468083112,279192.2458607074,178118.0,50595.029628666955,0.7806317174255571,0.5837727805141116,10,0,0,1,1,0
2025-01,C000147,3,0,3,2,0,160770.32906979494,220097.8390259246,200522.0,47651.603493835115,0.8504716147608377,0.34460408444755963,33,1,0,1,0,0
2025-01,C000148,6,1,5,2,0,16950.870167887784,60075.039558161436,36675.0,28514.92645818812,0.8432780909364024,0.09751432564089746,87,1,1,1,1,1
2025-01,C000149,4,2,2,1,1,69411.37436153808,216138.14745950102,127355.0,106974.7988102216,0.7966813971913723,0.250467898792499,55,1,1,1,1,0
2025-01,C000150,1,0,1,1,0,142158.26642142574,397664.39701955084,250709.0,136631.42194082323,0.06835320030995862,0.7837598424841072,61,0,0,1,0,0
2025-01,C000151,4,2,2,3,2,123903.16738050913,214881.53835975085,187917.0,219438.98682213918,0.1133035047274642,0.40360100236159124,68,0,1,0,1,1
2025-01,C000152,6,3,3,0,1,84917.17070523844,155144.4399480206,113541.0,22856.345862048664,0.5533790161267074,0.6416319088273545,21,1,0,1,1,0
2025-01,C000153,3,3,0,0,0,75226.62731989044,260077.4954576696,148510.0,15942.599312143531,0.7723010151653429,0.6252047695304422,29,0,0,0,1,0
2025-01,C000154,4,2,2,1,0,35933.97775845737,128716.73531638595,80513.0,89047.66222968293,0.43402097270875883,0.25871164215544096,72,0,1,0,1,0
2025-01,C000155,4,3,1,0,0,153132.26515041932,342657.25006164896,286013.0,48272.96676672839,0.45894051659682034,0.7327334747861651,57,0,1,1,0,0
2025-01,C000156,3,1,2,1,1,51805.84017548185,98334.28395659772,84409.0,82694.70726226096,0.33360678902904317,0.8651933473978111,53,1,0,1,1,0
2025-01,C000157,4,2,2,1,1,116779.1491072629,297420.11976933904,212124.0,34320.32365437297,0.49109572938316515,0.9271106288584273,78,0,1,0,1,0
2025-01,C000158,2,2,0,3,1,2198.08486728342,5912.062957763688,4187.0,2885.3002051913077,0.3568859751711102,0.353789158736436,51,1,1,0,1,0
2025-01,C000159,3,1,2,1,1,180066.0598507409,385657.9370297243,225861.0,108246.04395093094,0.4618434812751103,0.41451606481679226,85,0,0,1,1,0
2025-01,C000160,6,2,4,0,0,88985.6622934932,167179.1548198035,154185.0,53131.755549856294,0.5192245707802051,0.6077526830956526,77,0,0,1,0,0
2025-01,C000161,6,3,3,0,0,196798.09978833108,354627.89989288326,235612.0,161571.9829060425,0.11539464217891737,0.6056378893234114,63,1,0,1,1,0
2025-01,C000162,8,5,3,0,2,29421.843570428464,73524.80122599883,44056.0,44211.39428754829,0.8433261677878832,0.48509465997954015,50,0,1,1,1,0
2025-01,C000163,1,0,1,1,0,86767.73448858838,155374.0479170233,135653.0,124446.66410517716,0.8479278837633485,0.5455851826691478,48,0,0,1,1,0
2025-01,C000164,2,0,2,1,0,14039.630618046722,24880.492710280865,24010.0,11643.395797917316,0.9292884022620594,0.37922653718044896,1,0,0,0,1,0
2025-01,C000165,1,1,0,2,1,115807.55328205039,331458.50453623,284320.0,251497.94421479973,0.3866201726338342,0.6624839469416082,5,1,1,1,1,0
2025-01,C000166,4,2,2,0,0,138313.50328920735,333826.9386906403,197623.0,208591.78869490733,0.7243444063295397,0.745753379076126,79,0,1,1,1,0
2025-01,C000167,3,3,0,1,0,24642.736509612932,47711.10800156036,39019.0,32002.60275246017,0.823767395799123,0.06314029292739132,52,1,1,1,0,1
2025-01,C000168,3,1,2,0,1,63901.27944781533,233596.22397198578,152331.0,69360.88646667355,0.8979191869576658,0.8881181889340358,28,0,1,0,1,0
2025-01,C000169,7,3,4,1,0,198540.5946312938,364288.07010137173,250724.0,111335.44342345449,0.6543420054927197,0.23201818030881072,37,0,1,1,0,1
2025-01,C000170,1,1,0,1,0,56973.210654375456,99095.30990704104,73196.0,64276.09389585118,0.3892304716917885,0.228875462483499,82,1,0,1,1,0
2025-01,C000171,4,3,1,3,1,145720.23008208507,347997.39158120006,224123.0,194280.88504627894,0.6486389567688156,0.27528821345186016,82,1,1,1,0,1
2025-01,C000172,3,2,1,0,0,55713.19927934035,137504.42376783432,88795.0,97784.10307419069,0.6390321589149208,0.9535350978515088,12,0,1,1,1,0
2025-01,C000173,2,0,2,1,1,20074.276275304317,32166.973045312516,27517.0,28873.49218935229,0.8860934353132082,0.1966535849529587,52,1,1,0,0,1
2025-01,C000174,5,2,3,1,1,41173.24396732018,121735.5660936564,93036.0,16573.282130807558,0.21079310155002862,0.22936577703767236,19,0,1,0,1,0
2025-01,C000175,2,0,2,0,0,147665.2698767643,294377.63993948104,289623.0,292310.753587414,0.36559570100396677,0.35369668658073394,12,0,0,1,0,0
2025-01,C000176,2,1,1,0,0,175688.37930366176,446455.91696445947,274836.0,,0.31168982851504146,0.0031409060481221163,59,0,0,1,0,0
