r,phi,peradventure_index,dustiness,black_hole_is_near,buggers_were_noticed,nearby_system_has_planemo,dangerous
290.90000000000003,80.0,38.39880000000001,0.2354923053116487,0,1,1,1
100.4,153.0,13.2528,0.1035129233182372,0,1,1,1
64.9,98.0,8.5668,-0.6557049311587683,0,1,1,1
109.4,318.0,14.440800000000001,1.3750879982872093,0,1,1,1
331.6,231.0,43.77120000000001,-0.25089346819785485,0,1,1,1
104.2,278.0,13.7544,-0.936099546459896,0,1,0,0
24.3,162.0,3.2076000000000002,-0.08319218679550595,0,1,1,1
246.4,263.0,32.5248,-0.7562203568502699,0,0,1,1
242.70000000000002,47.0,32.0364,1.449074276279073,0,1,1,1
33.800000000000004,9.0,4.461600000000001,0.025924420537360177,0,0,1,0
264.0,62.0,34.848,1.1301381793767522,1,0,1,1
28.5,345.0,3.762,-1.8169488087151933,0,1,1,1
216.20000000000002,179.0,28.538400000000003,0.37320286896920346,0,1,1,1
52.800000000000004,212.0,6.969600000000001,0.06543035684486963,0,1,1,1
335.70000000000005,18.0,44.31240000000001,-0.8210899376033508,0,1,1,1
244.5,167.0,32.274,-2.166615058478753,0,1,1,1
64.3,56.0,8.4876,2.2734745438350896,1,1,1,1
187.3,70.0,24.7236,0.6323254490487918,0,0,1,0
187.9,280.0,24.8028,-0.7443054002258739,0,1,1,1
229.4,295.0,30.280800000000003,-0.7862725491568824,0,1,1,1
27.8,221.0,3.6696000000000004,-0.38535085861783464,0,1,1,1
206.8,355.0,27.297600000000003,-0.577329163083847,0,1,1,1
81.2,87.0,10.7184,1.2856747837975901,0,1,1,1
119.10000000000001,266.0,15.721200000000001,-1.1428319414250647,0,1,1,1
62.2,62.0,8.2104,-0.36567401462105814,0,0,1,0
184.60000000000002,131.0,24.367200000000004,-1.0170510984956385,0,1,1,1
313.8,227.0,41.421600000000005,1.0317226053345392,0,1,1,1
208.0,197.0,27.456000000000003,-0.28727695719740576,1,1,1,1
155.70000000000002,155.0,20.552400000000002,1.3613534735088473,0,1,1,1
125.60000000000001,151.0,16.5792,-0.19152907503380595,0,1,1,1
216.9,56.0,28.6308,-0.6681254610569877,0,1,1,1
204.3,11.0,26.967600000000004,0.7045242856171832,0,1,1,1
79.7,209.0,10.5204,1.2612940252757767,0,1,1,1
5.5,204.0,0.726,-1.1115736270046872,0,1,1,1
101.30000000000001,123.0,13.371600000000003,1.0632233935481723,0,1,1,1
74.60000000000001,2.0,9.8472,-0.2945106876983377,1,1,1,1
316.20000000000005,54.0,41.738400000000006,0.764218203749216,0,1,1,1
85.2,8.0,11.246400000000001,-0.8163298183458593,0,1,1,1
299.6,227.0,39.547200000000004,0.7776305981243252,0,1,1,1
258.90000000000003,329.0,34.174800000000005,-1.8674680340165284,0,1,1,1
247.70000000000002,166.0,32.696400000000004,2.537222029351867,0,1,1,1
84.0,243.0,11.088000000000001,-1.377969647147428,0,0,1,0
75.10000000000001,276.0,9.913200000000002,2.326323989290989,0,1,1,1
258.2,299.0,34.0824,-0.049956260631640215,0,1,1,1
281.3,287.0,37.131600000000006,0.09060224325703066,1,1,1,1
253.3,176.0,33.4356,-0.814289072480198,0,1,1,1
118.10000000000001,20.0,15.589200000000002,1.1458300710634284,0,1,1,1
214.4,303.0,28.300800000000002,-0.35291708173942554,0,1,1,1
84.2,350.0,11.114400000000002,-0.9629956111817348,0,0,1,1
293.7,255.0,38.7684,0.7783103980473977,0,1,1,1
326.1,231.0,43.04520000000001,0.11883935670317024,0,1,1,1
316.8,175.0,41.817600000000006,-1.0868518683580441,0,1,1,1
77.0,71.0,10.164,-0.9716485280092594,0,1,1,1
282.5,224.0,37.29,0.5560656029286133,1,1,1,1
108.60000000000001,262.0,14.335200000000002,0.8279313289006852,0,1,1,1
118.80000000000001,252.0,15.681600000000003,0.8202953977260555,0,1,1,1
196.8,93.0,25.977600000000002,-0.5206082930489215,0,1,1,1
321.1,156.0,42.385200000000005,-0.6468729267303612,0,1,1,1
233.70000000000002,299.0,30.848400000000005,0.39152183164756027,0,1,1,1
263.1,63.0,34.729200000000006,-2.101427687306113,0,1,1,1
242.5,42.0,32.01,-1.12444288423692,0,1,1,1
296.2,347.0,39.0984,-0.5923448688805302,0,1,1,1
264.1,311.0,34.861200000000004,-1.2772745814605078,0,1,1,1
157.60000000000002,225.0,20.803200000000004,0.14668282044273284,0,1,1,1
265.6,20.0,35.059200000000004,-0.3265124380967064,0,1,1,1
17.2,138.0,2.2704,0.9822690129330927,0,0,1,1
52.1,65.0,6.8772,-1.62199594159087,0,1,1,1
329.5,84.0,43.494,-1.1185598571501312,0,1,1,1
140.4,293.0,18.5328,-1.2174939223403891,1,1,1,1
141.3,114.0,18.651600000000002,0.05963789307233242,0,0,1,0
13.3,224.0,1.7556000000000003,-0.06699835623031494,0,1,1,1
120.60000000000001,181.0,15.919200000000002,-0.2611071451560743,0,1,1,1
93.4,319.0,12.328800000000001,0.5747633662112269,0,1,1,1
303.5,172.0,40.062000000000005,-1.5108766564091993,0,1,1,1
11.700000000000001,213.0,1.5444000000000002,0.6638383069141852,0,1,1,1
251.9,58.0,33.250800000000005,-0.3691900529841204,0,1,1,1
156.5,39.0,20.658,-0.06016667386512458,0,1,1,1
158.9,266.0,20.974800000000002,-1.8813454642138088,0,1,1,1
218.70000000000002,334.0,28.868400000000005,0.6530524001216959,0,1,1,1
260.0,210.0,34.32,0.13147074404989176,0,1,1,1
300.3,232.0,39.6396,0.5995566316316875,0,1,1,1
336.3,208.0,44.391600000000004,-1.5444432115024056,1,1,1,1
314.8,126.0,41.5536,1.3720528444583882,0,1,1,1
92.0,11.0,12.144,-0.806492168661502,0,1,1,1
142.20000000000002,236.0,18.770400000000002,-0.4577455401156275,0,1,1,0
95.0,168.0,12.540000000000001,-0.39527794545096295,0,1,1,1
250.4,259.0,33.052800000000005,0.7431334742874877,0,1,1,1
172.0,57.0,22.704,1.0252688272442574,0,1,1,1
227.3,2.0,30.003600000000002,1.5269718295722008,1,1,1,0
25.8,140.0,3.4056,0.6938940897816464,0,1,1,1
269.90000000000003,113.0,35.6268,0.9110089532973608,0,1,1,1
326.90000000000003,310.0,43.150800000000004,-0.3442434338012329,0,1,1,1
151.8,182.0,20.0376,0.38234801632241955,0,1,1,1
140.20000000000002,324.0,18.506400000000003,-0.00018908872167292743,1,1,1,0
339.40000000000003,318.0,44.80080000000001,0.11980005031888409,0,1,1,1
224.3,258.0,29.6076,0.08684524832174575,0,1,1,1
190.3,114.0,25.119600000000002,0.40822590385535673,0,1,1,1
187.70000000000002,129.0,24.776400000000002,-0.8202069127091228,0,1,1,1
2.6,311.0,0.3432,-0.08655718348267066,0,1,1,1
195.10000000000002,57.0,25.753200000000003,1.005090916633741,0,1,1,1
302.7,141.0,39.9564,0.48109968707650863,0,1,1,1
191.20000000000002,292.0,25.238400000000002,0.32931674609061407,0,1,1,1
0.1,115.0,0.013200000000000002,-0.6686913696699985,1,1,1,1
103.4,146.0,13.648800000000001,2.1247650391012214,0,1,1,1
37.4,89.0,4.9368,-0.4845453231795768,1,1,1,1
333.1,310.0,43.96920000000001,-0.13737662454865027,0,1,1,1
231.5,296.0,30.558,-1.1426809928082338,0,1,1,1
120.80000000000001,3.0,15.945600000000002,-0.43407802170154636,1,1,1,1
151.5,276.0,19.998,-1.58064070004519,0,1,1,1
330.3,73.0,43.5996,-0.5429507620150793,1,1,1,1
162.4,5.0,21.4368,2.428781545532451,0,1,1,1
175.5,9.0,23.166,-1.2629511711631718,0,1,0,0
240.60000000000002,124.0,31.759200000000003,-0.5634846258469703,0,0,1,0
234.10000000000002,148.0,30.901200000000003,0.47841296574087383,0,1,1,1
0.7000000000000001,152.0,0.09240000000000001,-0.9412767957760921,0,1,1,1
14.200000000000001,203.0,1.8744000000000003,0.876550948089372,0,1,1,1
70.5,292.0,9.306000000000001,1.3801258795063651,0,1,1,1
341.6,18.0,45.09120000000001,0.17663503600926267,0,1,1,1
156.60000000000002,345.0,20.671200000000002,2.707331352946534,0,1,1,1
120.30000000000001,183.0,15.879600000000002,1.844011014318948,0,1,1,1
167.8,150.0,22.149600000000003,-1.7344193812335993,0,1,1,1
195.0,53.0,25.740000000000002,-0.6648714198478552,0,1,1,1
280.0,84.0,36.96,0.7791499699726535,0,1,1,1
41.0,267.0,5.412,1.4050183215998415,0,1,1,1
334.8,42.0,44.1936,0.7729642535670742,0,1,1,1
101.9,86.0,13.450800000000001,-0.30751471211676096,0,1,1,1
334.6,153.0,44.16720000000001,-0.2594773493400725,0,1,1,1
269.5,216.0,35.574000000000005,-1.5814103650335891,0,1,1,1
318.1,164.0,41.989200000000004,-0.6846371029958244,0,1,1,1
198.60000000000002,279.0,26.215200000000003,1.134521696659833,0,1,1,1
268.8,339.0,35.4816,0.7173131437114091,0,1,1,1
151.8,53.0,20.0376,0.4870955166421639,1,1,1,1
146.6,88.0,19.3512,-0.16364201595306344,0,1,1,1
146.4,154.0,19.324800000000003,-2.6445450080231754,0,1,1,1
92.2,346.0,12.1704,0.21407053329460418,0,1,1,1
247.9,231.0,32.7228,-0.7649922726032685,0,1,1,1
175.9,354.0,23.2188,1.7665750952768347,0,1,1,1
4.2,229.0,0.5544,-0.14900227728763984,0,1,1,1
16.1,28.0,2.1252000000000004,-1.3740319738716502,0,1,1,1
136.3,39.0,17.991600000000002,0.03983528252440482,0,1,1,1
141.9,83.0,18.730800000000002,-1.3156143004271421,0,1,1,1
247.60000000000002,48.0,32.68320000000001,-0.003118076803397356,0,1,1,1
13.5,324.0,1.782,-3.762015048810477,0,1,1,1
324.20000000000005,269.0,42.79440000000001,-1.5992043129719844,0,1,1,1
244.9,104.0,32.326800000000006,0.5917747407215265,0,1,1,1
205.20000000000002,206.0,27.086400000000005,-0.8276455450514845,1,1,1,1
215.4,251.0,28.432800000000004,0.24487682904789027,0,1,1,1
112.2,36.0,14.810400000000001,0.3902552687453835,0,1,1,1
138.1,11.0,18.2292,-0.22799762534940307,0,1,1,0
265.3,126.0,35.019600000000004,1.035676107427958,0,1,1,1
257.8,26.0,34.0296,0.5276268763387826,0,1,1,1
256.6,113.0,33.8712,0.6186429718503109,1,1,1,1
117.7,74.0,15.5364,0.4891094780786354,0,1,1,1
260.8,52.0,34.4256,-0.3997860455359364,0,1,1,1
60.900000000000006,80.0,8.038800000000002,0.886864697446256,0,1,1,0
43.6,229.0,5.7552,-0.128793554260775,0,0,1,0
72.3,203.0,9.5436,-1.590277660471337,0,1,1,1
19.0,76.0,2.508,0.427564014433893,0,1,1,1
10.600000000000001,317.0,1.3992000000000002,0.4091195046090772,0,1,1,1
314.1,250.0,41.461200000000005,-0.5860670956240179,0,1,1,1
296.90000000000003,194.0,39.1908,-2.1208339587833986,0,1,1,1
303.0,215.0,39.996,1.2442892561150545,1,1,1,1
188.10000000000002,305.0,24.829200000000004,0.9377518107022959,0,1,1,1
267.2,252.0,35.2704,-0.539375308522474,0,1,1,1
205.70000000000002,217.0,27.152400000000004,-0.5739466318615065,0,1,1,1
336.70000000000005,176.0,44.44440000000001,-1.651276680646981,0,1,1,1
305.8,240.0,40.3656,-0.0026530253487006663,1,1,1,1
70.2,222.0,9.2664,-1.3078838413352745,0,1,1,1
204.70000000000002,261.0,27.020400000000002,-2.0906906952036164,1,1,1,1
77.30000000000001,260.0,10.203600000000002,-0.38296316337052105,0,0,1,0
288.0,53.0,38.016000000000005,-0.4636008704211946,0,1,1,1
142.4,300.0,18.7968,0.43850710224244627,0,0,1,0
213.4,274.0,28.1688,-1.3102547866101817,0,1,1,1
224.4,126.0,29.620800000000003,-0.12367429567927547,0,1,1,1
237.70000000000002,211.0,31.376400000000004,-0.08382107370404521,0,1,1,1
178.20000000000002,335.0,23.522400000000005,-1.701778859476454,0,1,1,1
292.90000000000003,89.0,38.662800000000004,-1.9512161055277357,0,1,1,1
334.40000000000003,299.0,44.140800000000006,-0.7361118488633971,0,1,1,1
166.8,56.0,22.0176,-0.487540660535338,0,1,1,1
100.5,253.0,13.266,0.09509245304439475,1,1,1,1
280.3,124.0,36.9996,1.6519481893946328,0,1,1,1
229.9,159.0,30.3468,0.658543387667459,0,1,1,1
190.8,231.0,25.185600000000004,-1.9809227332300443,0,1,1,1
292.3,168.0,38.583600000000004,0.7097016133501786,1,1,1,1
42.1,32.0,5.557200000000001,0.796276463219497,0,1,1,1
133.3,38.0,17.5956,-0.6437141737435332,0,1,1,1
189.5,176.0,25.014000000000003,0.9372826974882819,0,1,1,0
9.600000000000001,79.0,1.2672000000000003,0.031525354644775516,0,1,1,1
189.9,148.0,25.0668,-0.14239790827120946,0,1,1,1
70.3,38.0,9.2796,-0.10395228242587176,0,1,1,1
275.8,288.0,36.4056,-0.6682371938809597,0,1,1,1
95.7,351.0,12.6324,-2.0490834423249416,0,1,1,1
128.70000000000002,254.0,16.988400000000002,0.33397385191903955,0,1,1,1
10.3,295.0,1.3596000000000001,-1.915044530435284,0,1,1,1
327.5,26.0,43.230000000000004,-0.41787464181064204,0,1,1,1
91.10000000000001,242.0,12.025200000000002,-1.8221468343364406,0,0,1,1
314.8,74.0,41.5536,1.1217115300197122,0,1,1,1
90.0,12.0,11.88,-0.29342864635430976,0,0,1,0
88.60000000000001,187.0,11.695200000000002,-0.1453240948722996,0,1,1,1
217.0,5.0,28.644000000000002,0.41929684268386674,0,1,1,1
337.1,134.0,44.49720000000001,0.5553135693264782,0,1,1,1
288.3,117.0,38.055600000000005,-1.1881784749841722,0,1,0,0
280.90000000000003,239.0,37.07880000000001,-0.01909252643468431,0,1,1,1
276.90000000000003,108.0,36.55080000000001,-0.9823696596743433,0,0,1,0
77.80000000000001,143.0,10.269600000000002,0.8750304485924645,0,1,1,1
56.900000000000006,178.0,7.5108000000000015,0.09160687734402236,0,1,1,1
35.0,344.0,4.62,1.206807240842966,0,1,1,1
289.7,333.0,38.2404,-0.7192772997480965,0,0,1,0
253.9,356.0,33.5148,0.7371214512713422,0,1,1,1
123.7,241.0,16.328400000000002,-0.09855754864082414,0,1,1,1
114.80000000000001,96.0,15.153600000000003,-2.0727138367357805,0,1,1,1
197.8,287.0,26.109600000000004,-0.2912293014517331,0,1,1,1
311.20000000000005,12.0,41.07840000000001,-1.3870930892597817,0,1,1,1
277.40000000000003,243.0,36.616800000000005,-0.39059799585554306,0,1,1,1
232.9,268.0,30.742800000000003,-0.8194840772106909,0,1,1,1
339.1,189.0,44.7612,1.0697019961662342,0,1,1,1
23.6,161.0,3.1152,-0.3985785126031189,0,0,1,1
272.8,29.0,36.009600000000006,0.019154325436953275,0,1,1,1
193.10000000000002,152.0,25.489200000000004,0.32432498359143924,0,1,1,1
22.0,232.0,2.904,1.2385115511212788,0,1,1,1
96.60000000000001,126.0,12.751200000000003,-1.4941082272189292,0,1,1,1
76.4,132.0,10.084800000000001,1.3359371580671968,0,1,1,1
264.5,17.0,34.914,-0.9806062285790808,0,1,1,1
169.3,60.0,22.347600000000003,1.0629515350185583,0,1,0,0
128.1,322.0,16.9092,0.5628082406295009,0,1,1,1
127.9,256.0,16.882800000000003,-0.9555784649840338,1,1,1,1
80.9,3.0,10.6788,-0.00033677244142917874,0,1,1,1
180.5,195.0,23.826,1.6833077217875787,0,1,1,1
64.7,343.0,8.5404,-0.12208646351513248,0,1,1,1
116.5,285.0,15.378,0.5354227556035623,0,1,1,1
49.300000000000004,244.0,6.507600000000001,-1.4439882446917676,1,1,1,1
37.5,56.0,4.95,0.39958573430530375,0,1,1,1
88.0,316.0,11.616,1.738544081318726,0,1,1,1
282.0,222.0,37.224000000000004,0.7348612534402734,0,1,0,0
108.80000000000001,50.0,14.361600000000003,-0.6473738769225912,0,0,1,0
257.90000000000003,67.0,34.04280000000001,0.15146973323275337,0,1,1,1
193.5,117.0,25.542,1.2539090006207427,0,1,1,1
158.60000000000002,267.0,20.935200000000005,1.5961448822334638,0,1,1,1
42.6,47.0,5.623200000000001,-0.9345276733494478,1,1,1,1
263.90000000000003,241.0,34.83480000000001,0.008041952265520513,0,1,1,1
89.5,343.0,11.814,-0.2526633472786824,0,1,1,1
179.5,123.0,23.694000000000003,-1.7229435144277279,0,1,1,1
81.5,141.0,10.758000000000001,0.4026045264518318,0,1,1,1
124.5,241.0,16.434,0.9072434355334288,1,1,1,1
73.4,118.0,9.6888,0.15005833134141197,0,1,1,0
25.400000000000002,273.0,3.3528000000000002,1.1647474677600207,0,1,1,1
138.6,101.0,18.2952,0.4347374244126377,0,1,1,1
104.30000000000001,68.0,13.767600000000002,-0.12471980734502329,0,1,1,1
101.5,327.0,13.398000000000001,-1.3163896547709648,0,1,1,1
73.8,158.0,9.7416,-0.9223470616440895,0,0,1,1
177.3,250.0,23.4036,-0.6305898108877184,1,1,1,1
319.6,178.0,42.187200000000004,0.6304878120239029,0,1,1,1
304.5,347.0,40.194,0.48302719924385606,0,1,1,1
65.2,280.0,8.6064,-1.6451742802578118,0,1,1,1
34.800000000000004,84.0,4.5936,0.5305990821571264,0,1,1,1
293.1,144.0,38.68920000000001,0.016317223259506998,0,1,1,1
286.1,264.0,37.76520000000001,1.5586523168866164,0,1,1,1
59.300000000000004,245.0,7.827600000000001,-1.519964740720848,0,1,1,1
227.4,284.0,30.016800000000003,-0.4795170850965124,0,1,1,1
317.40000000000003,36.0,41.896800000000006,-0.26112957391934144,0,0,1,0
20.6,78.0,2.7192000000000003,-0.061190573238757415,0,1,1,1
32.2,356.0,4.250400000000001,-0.06051114896459804,0,1,1,1
122.7,8.0,16.1964,0.1761487322836579,0,0,1,0
270.7,289.0,35.7324,-1.8053511922774066,0,1,1,1
96.0,45.0,12.672,0.24822342448136875,0,1,1,1
261.40000000000003,305.0,34.5048,-0.9798906563345652,0,1,1,1
