client_id,gender,age,marital_status,job_position,credit_sum,credit_month,tariff_id,score_shk,education,living_region,monthly_income,credit_count,overdue_credit_count,open_account_flg
89,M,56,MAR,SPC,28558.0,10,1.1,0.463835,SCH,ПРИМОРСКИЙ КРАЙ,30000.0,1.0,0.0,0
90,M,42,CIV,SPC,15233.0,10,1.32,0.424492,SCH,ОБЛ ЛЕНИНГРАДСКАЯ,25000.0,0.0,0.0,0
91,F,36,DIV,SPC,33031.11,10,1.6,0.650369,GRD,СВЕРДЛОВСКАЯ ОБЛ,25000.0,0.0,0.0,0
92,F,38,MAR,SPC,19128.0,10,1.1,0.420787,GRD,УДМУРТСКАЯ РЕСП,30000.0,1.0,0.0,0
93,F,43,UNM,SPC,23076.0,10,1.16,0.343298,GRD,ОБЛ САМАРСКАЯ,24000.0,5.0,0.0,0
94,F,22,UNM,SPC,12509.0,10,1.6,0.530638,GRD,СВЕРДЛОВСКАЯ ОБЛАСТЬ,27000.0,1.0,0.0,0
95,F,47,UNM,SPC,7629.0,6,1.7,0.440915,SCH,ОБЛ НОВГОРОДСКАЯ,15000.0,0.0,0.0,0
96,F,31,MAR,SPC,21378.0,10,1.43,0.54146,SCH,РЕСП. БАШКОРТОСТАН,27000.0,1.0,0.0,0
97,M,23,UNM,SPC,48958.0,12,1.6,0.623601,GRD,КРАСНОДАРСКИЙ КРАЙ,47000.0,1.0,0.0,0
98,F,55,MAR,PNA,38663.28,10,1.2,0.339009,SCH,ОБЛ ВОЛОГОДСКАЯ,15800.0,2.0,0.0,0
99,M,27,UNM,SPC,23990.0,10,1.6,0.491505,SCH,ТАТАРСТАН РЕСП,25000.0,5.0,0.0,0
100,F,27,UNM,SPC,19088.0,10,1.32,0.519676,GRD,РЕСПУБЛИКА КОМИ,40000.0,1.0,0.0,0
101,M,37,MAR,SPC,17687.0,10,1.9,0.318408,GRD,ОБЛ СВЕРДЛОВСКАЯ,75000.0,1.0,0.0,0
102,F,24,UNM,SPC,43198.0,10,1.6,0.630033,GRD,СВЕРДЛОВСКАЯ ОБЛ,35000.0,0.0,0.0,0
103,F,36,MAR,SPC,16319.0,10,1.6,0.642828,SCH,ОБЛ ВОЛГОГРАДСКАЯ,30000.0,2.0,0.0,0
104,F,58,WID,SPC,6379.0,10,1.7,0.561168,SCH,РЕСП БАШКОРТОСТАН,10700.0,4.0,0.0,0
105,F,52,MAR,SPC,28178.0,10,1.1,0.457078,GRD,КРАСНОЯРСКИЙ КРАЙ,20000.0,0.0,0.0,0
106,F,54,MAR,SPC,49268.0,10,1.6,0.734912,SCH,ОБЛ КАЛИНИНГРАДСКАЯ,39000.0,0.0,0.0,0
107,M,41,MAR,SPC,28791.0,12,1.17,0.181707,SCH,РЕСП БАШКОРТОСТАН,30000.0,2.0,0.0,0
108,F,43,UNM,SPC,6680.85,6,1.1,0.344233,GRD,ОБЛ ЛЕНИНГРАДСКАЯ,35000.0,4.0,0.0,1
109,M,37,DIV,SPC,14000.0,10,1.1,0.506094,SCH,СВЕРДЛОВСКАЯ ОБЛ,25000.0,3.0,0.0,1
110,F,58,WID,SPC,50103.0,12,1.5,0.417965,SCH,МОСКОВСКАЯ ОБЛАСТЬ,40000.0,1.0,0.0,0
111,M,39,UNM,SPC,58491.0,14,1.0,0.512559,UGR,МОСКОВСКАЯ ОБЛАСТЬ,70000.0,1.0,0.0,0
112,F,23,UNM,SPC,21395.45,12,1.1,0.406378,UGR,ХАБАРОВСКИЙ КРАЙ,30000.0,1.0,0.0,0
113,F,29,DIV,SPC,12759.0,10,1.1,0.43016,SCH,КРАСНОЯРСКИЙ КРАЙ,45000.0,2.0,0.0,0
114,M,25,MAR,SPC,31369.0,10,1.1,0.425399,SCH,СВЕРДЛОВСКАЯ ОБЛАСТЬ,30000.0,2.0,0.0,0
115,F,40,UNM,UMN,26315.0,10,1.1,0.328183,GRD,МОСКВА,80000.0,3.0,0.0,0
116,M,37,DIV,UMN,26738.0,12,1.6,0.645599,GRD,ОБЛ НИЖЕГОРОДСКАЯ,53000.0,2.0,0.0,0
117,F,51,MAR,ATP,8764.44,10,1.1,0.502832,SCH,СВЕРДЛОВСКАЯ ОБЛ,12000.0,0.0,0.0,0
118,F,59,MAR,PNA,51179.0,10,1.1,0.466252,SCH,КРАЙ АЛТАЙСКИЙ,40000.0,2.0,0.0,0
119,M,24,MAR,SPC,14410.0,10,1.1,0.476541,SCH,РЕСП БАШКОРТОСТАН,40000.0,2.0,0.0,0
120,F,24,UNM,SPC,76068.0,10,1.6,0.707756,GRD,САНКТ-ПЕТЕРБУРГ,40000.0,,,0
121,F,43,MAR,SPC,67258.0,10,1.1,0.372629,GRD,ТУЛЬСКАЯ ОБЛАСТЬ,35000.0,3.0,0.0,0
122,F,33,UNM,SPC,55612.8,10,1.2,0.485877,SCH,КРАЙ КРАСНОДАРСКИЙ,40000.0,1.0,0.0,0
123,M,48,WID,SPC,13725.0,12,1.6,0.698441,SCH,ОБЛ ИРКУТСКАЯ,20000.0,2.0,0.0,0
124,M,32,MAR,SPC,57188.0,12,1.1,0.331303,GRD,ОБЛ МОСКОВСКАЯ,40000.0,4.0,0.0,0
125,M,26,UNM,DIR,74990.0,12,1.44,0.6519,UGR,КРАСНОЯРСКИЙ КРАЙ,45000.0,3.0,0.0,1
126,M,26,UNM,SPC,47980.0,14,1.9,0.249726,GRD,ОБЛ ЛЕНИНГРАДСКАЯ,43000.0,1.0,0.0,0
127,M,29,MAR,UMN,38089.0,12,1.6,0.561347,GRD,ОБЛ ВОРОНЕЖСКАЯ,57000.0,0.0,0.0,0
128,F,39,MAR,SPC,28187.0,11,1.1,0.434755,GRD,МОСКВА,140000.0,2.0,0.0,0
129,F,37,MAR,SPC,22990.0,10,1.6,0.604671,SCH,САРАТОВСКАЯ ОБЛ,18000.0,0.0,0.0,0
130,M,24,MAR,SPC,18118.0,12,1.1,0.535353,GRD,РЕСП КАРАЧАЕВО-ЧЕРКЕССКАЯ,24000.0,2.0,1.0,0
131,F,45,UNM,SPC,14728.0,12,1.6,0.652544,SCH,РЕСП БУРЯТИЯ,40000.0,7.0,1.0,1
132,F,62,MAR,PNA,30503.0,10,1.32,0.514335,SCH,КРАСНОДАРСКИЙ КРАЙ,15000.0,2.0,0.0,1
133,M,25,UNM,SPC,21328.0,14,1.1,0.418429,SCH,РЕСП МОРДОВИЯ,8000.0,1.0,0.0,0
134,F,44,MAR,SPC,4539.0,6,1.1,0.525827,SCH,ОБЛ ВЛАДИМИРСКАЯ,10000.0,1.0,0.0,0
135,M,32,MAR,SPC,8382.98,6,1.1,0.448541,SCH,ОБЛ БЕЛГОРОДСКАЯ,15000.0,1.0,0.0,0
136,F,30,MAR,SPC,15168.0,10,1.6,0.683298,SCH,КРАСНОЯРСКИЙ КРАЙ,65000.0,,,1
137,M,28,MAR,SPC,20029.0,10,1.1,0.358882,GRD,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,43000.0,4.0,0.0,0
138,F,56,UNM,SPC,17179.0,12,1.4,0.671167,SCH,РЕСП БАШКОРТОСТАН,43500.0,6.0,0.0,0
139,M,26,MAR,SPC,18893.0,12,1.9,0.431537,GRD,РЕСП БАШКОРТОСТАН,35000.0,0.0,0.0,0
140,F,36,MAR,SPC,20263.0,10,1.32,0.352544,UGR,РЕСП КАБАРДИНО-БАЛКАРСКАЯ,16000.0,2.0,0.0,0
141,M,32,MAR,SPC,52580.0,14,1.0,0.368282,GRD,РЕСП БАШКОРТОСТАН,45000.0,0.0,0.0,0
142,M,58,MAR,SPC,15056.0,10,1.32,0.353861,SCH,СВЕРДЛОВСКАЯ ОБЛ,7500.0,1.0,0.0,1
143,M,26,MAR,UMN,74990.0,10,1.1,0.377444,GRD,ОБЛ МОСКОВСКАЯ,51000.0,2.0,0.0,0
144,M,35,UNM,UMN,25876.67,10,1.1,0.362824,UGR,СВЕРДЛОВСКАЯ ОБЛАСТЬ,32000.0,2.0,0.0,0
145,F,50,MAR,SPC,28786.0,12,1.9,0.393357,GRD,АО ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - Ю,70000.0,,,0
146,M,47,MAR,SPC,17959.0,10,1.4,0.442498,SCH,ОБЛ АРХАНГЕЛЬСКАЯ,50000.0,1.0,0.0,0
147,M,24,MAR,DIR,21919.0,12,1.1,0.438674,SCH,ОБЛ КУРСКАЯ,30000.0,4.0,0.0,0
148,F,32,DIV,SPC,16547.0,12,1.1,0.482857,SCH,ОБЛ АСТРАХАНСКАЯ,23000.0,2.0,0.0,0
149,M,23,UNM,SPC,22094.0,10,1.32,0.498683,SCH,ЧЕЛЯБИНСКАЯ ОБЛ,25000.0,1.0,0.0,0
150,M,24,UNM,SPC,13489.0,10,1.1,0.345721,SCH,ПЕРМСКАЯ ОБЛ,55000.0,1.0,0.0,0
151,F,33,MAR,SPC,28979.0,10,1.6,0.503255,SCH,КРАСНОЯРСКИЙ КРАЙ,20000.0,0.0,0.0,0
152,F,33,UNM,SPC,47590.0,10,1.1,0.258554,GRD,САНКТ-ПЕТЕРБУРГ,65000.0,6.0,0.0,0
153,M,30,MAR,SPC,13259.0,10,1.1,0.325358,SCH,ОБЛ ВОЛГОГРАДСКАЯ,30000.0,2.0,0.0,1
154,F,47,MAR,SPC,15242.22,10,1.1,0.376575,SCH,ТАТАРСТАН РЕСП,18000.0,2.0,0.0,0
155,M,25,UNM,SPC,21159.0,10,1.1,0.4622,SCH,КУРСКАЯ ОБЛАСТЬ,18000.0,3.0,0.0,0
156,F,29,CIV,SPC,44578.0,10,1.6,0.523114,SCH,ОБЛ ВОРОНЕЖСКАЯ,45000.0,1.0,0.0,0
157,M,54,UNM,SPC,23210.64,6,1.6,0.433217,SCH,ОБЛ АСТРАХАНСКАЯ,60000.0,1.0,0.0,0
158,M,33,MAR,SPC,39990.0,24,1.9,0.521182,SCH,ОБЛ САМАРСКАЯ,30000.0,0.0,0.0,0
159,M,37,MAR,SPC,10860.0,10,1.4,0.293065,SCH,СВЕРДЛОВСКАЯ ОБЛ,60000.0,2.0,0.0,0
160,F,53,MAR,SPC,6291.0,12,1.5,0.2322,GRD,ОБЛ ИРКУТСКАЯ,40000.0,1.0,0.0,0
161,F,40,UNM,SPC,10523.0,12,1.3,0.406717,SCH,ОБЛ ТЮМЕНСКАЯ,33500.0,2.0,0.0,0
162,M,33,MAR,ATP,15018.0,10,1.1,0.516474,GRD,САРАТОВСКАЯ ОБЛ,25000.0,7.0,0.0,0
163,M,47,DIV,SPC,40081.0,13,1.1,0.535834,SCH,РЕСП БУРЯТИЯ,55000.0,0.0,0.0,1
164,F,31,MAR,SPC,21531.11,10,1.43,0.723102,SCH,ОБЛ БРЯНСКАЯ,13000.0,1.0,0.0,0
165,M,46,DIV,SPC,17857.0,10,1.32,0.408359,SCH,ЧЕЛЯБИНСКАЯ ОБЛАСТЬ,70000.0,6.0,0.0,0
166,F,43,DIV,SPC,13129.0,12,1.1,0.376194,SCH,ОБЛ МОСКОВСКАЯ,25000.0,1.0,0.0,0
167,M,24,UNM,SPC,13028.0,10,1.1,0.384445,SCH,ОБЛ КЕМЕРОВСКАЯ,20000.0,1.0,0.0,0
168,F,28,MAR,SPC,31978.0,24,1.1,0.631988,GRD,ОРЛОВСКАЯ ОБЛ,22000.0,4.0,0.0,0
169,F,39,DIV,SPC,46197.0,6,1.4,0.333009,GRD,МОСКВА Г,50000.0,1.0,0.0,0
170,F,32,UNM,SPC,24408.89,10,1.1,0.333923,GRD,ОБЛ МОСКОВСКАЯ,55000.0,0.0,0.0,0
171,M,24,MAR,SPC,29028.0,12,1.1,0.511564,SCH,ОБЛ ЛЕНИНГРАДСКАЯ,105000.0,1.0,0.0,0
172,F,39,MAR,SPC,25400.0,12,1.4,0.36115,SCH,ОБЛ ВОРОНЕЖСКАЯ,30000.0,3.0,0.0,0
173,F,40,UNM,SPC,18388.0,12,1.3,0.450043,GRD,САНКТ-ПЕТЕРБУРГ,52380.0,7.0,0.0,0
174,F,28,UNM,SPC,40198.0,10,1.44,0.56051,SCH,ТУЛЬСКАЯ ОБЛ,50000.0,2.0,0.0,0
175,M,36,MAR,SPC,45012.0,24,1.5,0.324476,SCH,САМАРСКАЯ,40000.0,1.0,0.0,0
176,M,23,UNM,SPC,12229.27,12,1.6,0.681023,SCH,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,25000.0,0.0,0.0,0
177,M,29,UNM,SPC,11150.0,3,1.1,0.3713,GRD,ОБЛ МОСКОВСКАЯ,70000.0,3.0,1.0,0
178,M,22,UNM,SPC,20569.0,10,1.6,0.69546,SCH,РЕСП БАШКОРТОСТАН,35000.0,0.0,0.0,0
179,F,38,UNM,SPC,27378.0,12,1.1,0.511873,GRD,ЧЕЛЯБИНСКАЯ ОБЛАСТЬ,35000.0,0.0,0.0,0
180,M,32,DIV,SPC,17811.9,10,1.23,0.396093,UGR,ОБЛ САМАРСКАЯ,15000.0,2.0,0.0,0
181,F,31,MAR,ATP,8638.0,18,1.1,0.3803,SCH,ОБЛ ИВАНОВСКАЯ,20000.0,1.0,0.0,0
182,F,28,MAR,SPC,16880.0,6,1.1,0.421017,GRD,ОБЛ ТЮМЕНСКАЯ,45000.0,1.0,0.0,0
183,F,46,UNM,SPC,28488.0,10,1.6,0.653092,SCH,ТВЕРСКАЯ ОБЛАСТЬ,29200.0,0.0,0.0,0
184,F,32,DIV,SPC,12718.0,10,1.6,0.529564,GRD,КРАСНОЯРСКИЙ КРАЙ,30000.0,3.0,0.0,0
185,M,31,UNM,DIR,20700.0,12,1.5,0.25033,UGR,ОБЛ САМАРСКАЯ,35000.0,2.0,0.0,0
186,F,44,DIV,SPC,25888.0,12,1.1,0.461439,GRD,РОСТОВСКАЯ ОБЛ,38000.0,3.0,0.0,0
187,M,31,UNM,BIS,25188.0,12,1.6,0.618775,SCH,КРАСНОДАРСКИЙ КРАЙ,30000.0,2.0,0.0,1
188,F,26,CIV,SPC,42078.0,10,1.6,0.56254,SCH,ОБЛ МОСКОВСКАЯ,45000.0,3.0,0.0,0
189,F,24,UNM,SPC,49370.0,12,1.5,0.361555,SCH,КРАЙ СТАВРОПОЛЬСКИЙ,30000.0,1.0,0.0,0
190,F,25,MAR,SPC,13068.0,10,1.1,0.376031,GRD,ЧЕЛЯБИНСКАЯ ОБЛ,20000.0,1.0,0.0,1
191,F,30,UNM,SPC,32080.0,10,1.6,0.644119,GRD,МОСКВА Г,50000.0,2.0,0.0,0
192,M,35,MAR,SPC,15669.0,10,1.6,0.528093,SCH,ОБЛ НОВОСИБИРСКАЯ,35000.0,4.0,0.0,0
193,F,34,MAR,SPC,12109.0,10,1.1,0.477075,SCH,ОБЛ МОСКОВСКАЯ,40000.0,3.0,0.0,0
194,F,49,DIV,SPC,65268.0,10,1.1,0.421017,GRD,МОСКВА,60000.0,,,0
195,M,28,UNM,SPC,36058.0,10,1.1,0.431094,SCH,ПЕРМСКИЙ КРАЙ,35000.0,1.0,0.0,0
196,F,25,UNM,UMN,27679.0,12,1.1,0.428955,GRD,КРАСНОДАРСКИЙ КРАЙ,30000.0,2.0,0.0,0
197,M,41,DIV,SPC,28269.0,12,1.1,0.393866,GRD,ЧЕЛЯБИНСКАЯ ОБЛАСТЬ,30000.0,4.0,0.0,0
198,F,39,MAR,SPC,23189.0,12,1.1,0.447829,SCH,ОБЛ КУРСКАЯ,25000.0,3.0,0.0,0
