iter	Passed	Remaining
222	2044	1622
223	2052	1612
224	2062	1603
225	2070	1593
226	2079	1584
227	2087	1575
228	2097	1566
229	2106	1556
230	2115	1547
231	2125	1539
232	2134	1529
233	2144	1521
234	2152	1511
235	2162	1502
236	2170	1492
237	2179	1483
238	2188	1474
239	2197	1465
240	2206	1455
241	2215	1446
242	2225	1437
243	2233	1428
244	2244	1419
245	2254	1411
246	2272	1407
247	2281	1398
248	2291	1389
249	2300	1380
250	2311	1372
251	2323	1364
252	2334	1356
253	2345	1348
254	2368	1346
255	2377	1337
256	2387	1328
257	2395	1318
258	2404	1309
259	2414	1299
260	2423	1290
261	2432	1281
262	2442	1272
263	2450	1262
264	2459	1253
265	2468	1243
266	2477	1234
267	2486	1224
268	2494	1215
269	2503	1205
270	2512	1196
271	2521	1186
272	2529	1176
273	2539	1167
274	2547	1158
275	2558	1149
276	2566	1139
277	2575	1130
278	2584	1120
279	2593	1111
280	2602	1102
281	2611	1092
282	2620	1083
283	2628	1073
284	2638	1064
285	2646	1055
286	2656	1046
287	2665	1036
288	2675	1027
289	2687	1019
290	2696	1010
291	2706	1001
292	2714	991
293	2724	982
294	2733	972
295	2741	963
296	2751	954
297	2759	944
298	2769	935
299	2777	925
300	2787	916
301	2796	907
302	2805	898
303	2814	888
304	2824	879
305	2834	870
306	2842	861
307	2852	852
308	2860	842
309	2875	834
310	2885	825
311	2893	816
312	2903	806
313	2912	797
314	2922	788
315	2931	779
316	2939	769
317	2948	760
318	2957	750
319	2968	742
320	2977	732
321	2987	723
322	3002	715
323	3015	707
324	3028	698
325	3042	690
326	3052	681
327	3061	672
328	3071	662
329	3080	653
330	3088	643
331	3098	634
332	3107	625
333	3116	615
334	3124	606
335	3133	596
336	3141	587
337	3151	578
338	3161	568
339	3170	559
340	3178	550
341	3187	540
342	3197	531
343	3206	521
344	3216	512
345	3224	503
346	3234	494
347	3245	484
348	3254	475
349	3263	466
350	3281	458
351	3290	448
352	3299	439
353	3307	429
354	3317	420
355	3325	411
356	3335	401
357	3344	392
358	3352	382
359	3362	373
360	3370	364
361	3380	354
362	3388	345
363	3398	336
364	3408	326
365	3419	317
366	3432	308
367	3461	300
368	3470	291
369	3481	282
370	3493	273
371	3504	263
372	3514	254
373	3524	245
374	3533	235
375	3542	226
376	3551	216
377	3561	207
378	3569	197
379	3579	188
380	3587	178
381	3597	169
382	3605	160
383	3614	150
384	3624	141
385	3633	131
386	3643	122
387	3652	112
388	3666	103
389	3678	94
390	3694	85
391	3709	75
392	3719	66
393	3729	56
394	3740	47
395	3749	37
396	3758	28
397	3766	18
398	3776	9
399	3784	0
