iter	Passed	Remaining
234	2512	1763
235	2538	1764
236	2552	1755
237	2563	1745
238	2573	1733
239	2586	1724
240	2598	1714
241	2609	1703
242	2620	1692
243	2632	1682
244	2644	1672
245	2658	1664
246	2669	1653
247	2681	1643
248	2693	1633
249	2700	1620
250	2712	1610
251	2726	1601
252	2737	1590
253	2747	1579
254	2760	1569
255	2771	1559
256	2784	1549
257	2798	1540
258	2809	1529
259	2819	1518
260	2831	1507
261	2842	1497
262	2852	1485
263	2864	1475
264	2877	1466
265	2889	1455
266	2900	1444
267	2911	1434
268	2921	1422
269	2932	1412
270	2943	1401
271	2952	1389
272	2962	1378
273	2970	1366
274	2981	1355
275	2991	1344
276	3004	1333
277	3014	1322
278	3023	1311
279	3031	1299
280	3041	1287
281	3049	1276
282	3060	1265
283	3072	1255
284	3081	1243
285	3092	1232
286	3101	1221
287	3110	1209
288	3119	1198
289	3128	1186
290	3139	1175
291	3148	1164
292	3166	1156
293	3176	1145
294	3186	1134
295	3200	1124
296	3211	1113
297	3222	1102
298	3233	1092
299	3258	1086
300	3270	1075
301	3280	1064
302	3291	1053
303	3299	1042
304	3311	1031
305	3321	1020
306	3332	1009
307	3343	998
308	3353	987
309	3379	981
310	3391	970
311	3402	959
312	3412	948
313	3422	937
314	3431	925
315	3442	915
316	3461	906
317	3473	895
318	3483	884
319	3494	873
320	3504	862
321	3513	851
322	3524	840
323	3535	829
324	3543	817
325	3553	806
326	3561	795
327	3571	783
328	3579	772
329	3588	761
330	3597	749
331	3608	739
332	3617	727
333	3627	716
334	3638	706
335	3647	694
336	3658	683
337	3669	673
338	3680	662
339	3691	651
340	3702	640
341	3712	629
342	3723	618
343	3734	607
344	3746	597
345	3757	586
346	3769	575
347	3780	564
348	3793	554
349	3820	545
350	3832	534
351	3842	524
352	3853	513
353	3865	502
354	3874	491
355	3886	480
356	3895	469
357	3907	458
358	3919	447
359	3932	436
360	3944	426
361	3955	415
362	3966	404
363	3975	393
364	3987	382
365	3998	371
366	4008	360
367	4018	349
368	4028	338
369	4039	327
370	4051	316
371	4063	305
372	4073	294
373	4083	283
374	4092	272
375	4102	261
376	4113	250
377	4125	240
378	4136	229
379	4146	218
380	4155	207
381	4166	196
382	4175	185
383	4187	174
384	4198	163
385	4208	152
386	4218	141
387	4227	130
388	4236	119
389	4247	108
390	4257	98
391	4267	87
392	4277	76
393	4286	65
394	4295	54
395	4304	43
396	4314	32
397	4324	21
398	4337	10
399	4348	0
